Date;TS;Temp;RH;VPD;SR;WS;;
03/10/2023;10:15:00;28.65;78.90%;;184.7;2.1;;
03/10/2023;10:30:00;28.96;77.27%;;210.7;2.336;;
03/10/2023;10:45:00;29.49;75.33%;;219.7;2.873;;
03/10/2023;11:00:00;29.94;75.12%;;242;0.926;;
03/10/2023;11:15:00;30.34;73.20%;;258.9;2.334;;
03/10/2023;11:30:00;31.03;71.55%;;271.9;2.96;;
03/10/2023;11:45:00;31.58;69.22%;;233.3;3.321;;
03/10/2023;12:00:00;32.08;69.04%;;286.5;1.251;;
03/10/2023;12:15:00;32.48;64.94%;;183.4;2.731;;
03/10/2023;12:30:00;32.33;65.32%;;216.4;1.983;;
03/10/2023;12:45:00;32.46;64.35%;;249.4;1.619;;
03/10/2023;13:00:00;33.07;63.48%;;228.1;0.488;;
03/10/2023;13:15:00;33.5;64.08%;;236.2;2.448;;
03/10/2023;13:30:00;33.73;63.09%;;403.6;2.465;;
03/10/2023;13:45:00;34.54;61.01%;;357;2.986;;
03/10/2023;14:00:00;35.03;57.83%;;251.6;1.251;;
03/10/2023;14:15:00;35;58.41%;;298.6;0.612;;
03/10/2023;14:30:00;34.96;59.01%;;227.6;2.476;;
03/10/2023;14:45:00;35.17;58.73%;;346.1;0.472;;
03/10/2023;15:00:00;35.6;58.01%;;219.5;0.227;;
03/10/2023;15:15:00;35.46;56.87%;;176;1.207;;
03/10/2023;15:30:00;34.98;58.60%;;180.1;1.718;;
03/10/2023;15:45:00;35.11;58.36%;;254.2;2.179;;
03/10/2023;16:00:00;35.45;58.35%;;236.4;1.952;;
03/10/2023;16:15:00;35.49;56.91%;;141;1.708;;
03/10/2023;16:30:00;35.18;58.88%;;193;2.728;;
03/10/2023;16:45:00;35.06;59.25%;;178.9;3.226;;
03/10/2023;17:00:00;34.77;57.77%;;154.1;1.906;;
03/10/2023;17:15:00;34.28;60.43%;;134;2.453;;
03/10/2023;17:30:00;34.16;59.87%;;132.1;2.009;;
03/10/2023;17:45:00;33.65;60.18%;;91.5;2.029;;
03/10/2023;18:00:00;33.17;61.55%;;67;0.392;;
03/10/2023;18:15:00;32.57;61.74%;;53.6;1.81;;
03/10/2023;18:30:00;32.16;64.76%;;37.97;1.46;;
03/10/2023;18:45:00;31.82;66.22%;;20.1;0.265;;
03/10/2023;19:00:00;31.39;67.99%;;12.62;0;;
03/10/2023;19:15:00;30.95;69.65%;;0;0;;
03/10/2023;19:30:00;30.58;71.22%;;0;0.336;;
03/10/2023;19:45:00;30.2;73.08%;;0;0;;
03/10/2023;20:00:00;29.99;73.73%;;0;0;;
03/10/2023;20:15:00;29.76;75.29%;;0;0;;
03/10/2023;20:30:00;29.54;76.17%;;0;0;;
03/10/2023;20:45:00;29.37;76.37%;;0;0;;
03/10/2023;21:00:00;29.15;76.71%;;0;0;;
03/10/2023;21:15:00;29.03;77.54%;;0;0;;
03/10/2023;21:30:00;28.85;78%;;0;0;;
03/10/2023;21:45:00;28.71;78.67%;;0;0;;
03/10/2023;22:00:00;28.57;79.26%;;0;0;;
03/10/2023;22:15:00;28.42;80%;;0;0;;
03/10/2023;22:30:00;28.27;80.70%;;0;0;;
03/10/2023;22:45:00;28.14;81.40%;;0;0;;
03/10/2023;23:00:00;27.92;82.50%;;0;0;;
03/10/2023;23:15:00;27.85;84.20%;;0;0;;
03/10/2023;23:30:00;27.74;84.90%;;0;0;;
03/10/2023;23:45:00;27.59;84.80%;;0;0;;
04/10/2023;00:00:00;27.47;85.20%;;0;0;;
04/10/2023;00:15:00;27.28;85.80%;;0;0;;
04/10/2023;00:30:00;27.11;86.10%;;0;0;;
04/10/2023;00:45:00;27.04;86.40%;;0;0;;
04/10/2023;01:00:00;27.02;85.80%;;0;0;;
04/10/2023;01:15:00;26.9;86.50%;;0;0;;
04/10/2023;01:30:00;26.81;86.90%;;0;0;;
04/10/2023;01:45:00;26.7;86.90%;;0;0;;
04/10/2023;02:00:00;26.63;86.90%;;0;0;;
04/10/2023;02:15:00;26.56;87.20%;;0;0;;
04/10/2023;02:30:00;26.43;87.30%;;0;0;;
04/10/2023;02:45:00;26.31;87.30%;;0;0;;
04/10/2023;03:00:00;26.17;87.80%;;0;0;;
04/10/2023;03:15:00;26.12;87.80%;;0;0;;
04/10/2023;03:30:00;26.07;88%;;0;0;;
04/10/2023;03:45:00;26.05;88.10%;;0;0;;
04/10/2023;04:00:00;25.94;88.20%;;0;0;;
04/10/2023;04:15:00;25.9;88.20%;;0;0;;
04/10/2023;04:30:00;25.82;88.30%;;0;0;;
04/10/2023;04:45:00;25.61;87.50%;;0;0;;
04/10/2023;05:00:00;25.5;87.10%;;0;0;;
04/10/2023;05:15:00;25.46;87.10%;;0;0;;
04/10/2023;05:30:00;25.35;87.30%;;0;0;;
04/10/2023;05:45:00;25.29;87.50%;;0;0;;
04/10/2023;06:00:00;25.22;86.90%;;0;0;;
04/10/2023;06:15:00;25.03;87%;;0;0;;
04/10/2023;06:30:00;24.99;88.40%;;0;0;;
04/10/2023;06:45:00;24.93;88.10%;;0;0;;
04/10/2023;07:00:00;24.81;88%;;0;0;;
04/10/2023;07:15:00;24.64;87.80%;;0;0;;
04/10/2023;07:30:00;24.43;87.30%;;0;0;;
04/10/2023;07:45:00;24.41;88.10%;;6.708;0;;
04/10/2023;08:00:00;24.49;88.70%;;13.42;0;;
04/10/2023;08:15:00;24.63;88.20%;;33.54;0;;
04/10/2023;08:30:00;25.03;87%;;40.24;0;;
04/10/2023;08:45:00;25.45;87.10%;;53.65;0;;
04/10/2023;09:00:00;26.01;84.60%;;53.64;0;;
04/10/2023;09:15:00;26.36;82.10%;;89.4;1.176;;
04/10/2023;09:30:00;26.95;79.94%;;120.7;0.042;;
04/10/2023;09:45:00;27.31;78.57%;;131.9;1.651;;
04/10/2023;10:00:00;27.71;79%;;159.2;0.99;;
04/10/2023;10:15:00;28.52;76.26%;;207.8;2.381;;
04/10/2023;10:30:00;29.04;74.71%;;211.5;0.911;;
04/10/2023;10:45:00;29.75;73.30%;;226.9;2.466;;
04/10/2023;11:00:00;30.38;72.46%;;239.5;1.04;;
04/10/2023;11:15:00;31;68.14%;;247.2;0.58;;
04/10/2023;11:30:00;31.5;67.46%;;288.2;1.091;;
04/10/2023;11:45:00;32.19;64.15%;;314.8;0.5;;
04/10/2023;12:00:00;33.08;63.40%;;334.1;0.289;;
04/10/2023;12:15:00;33.92;60%;;243.5;2.739;;
04/10/2023;12:30:00;33.77;57.36%;;207.7;1.989;;
04/10/2023;12:45:00;33.95;59.62%;;280.5;0.002;;
04/10/2023;13:00:00;34.27;59.03%;;278.7;2.117;;
04/10/2023;13:15:00;34.13;56.23%;;247.5;2.298;;
04/10/2023;13:30:00;34.66;57.31%;;326.1;1.026;;
04/10/2023;13:45:00;35.19;52.37%;;334.4;0.742;;
04/10/2023;14:00:00;35.98;52.02%;;345.9;1.019;;
04/10/2023;14:15:00;36.59;49.37%;;355.1;2.648;;
04/10/2023;14:30:00;36.19;48.56%;;150.6;2.559;;
04/10/2023;14:45:00;35.51;50.19%;;253.3;1.815;;
04/10/2023;15:00:00;36.11;50.14%;;291.6;2.744;;
04/10/2023;15:15:00;36.56;47.98%;;252.2;2.976;;
04/10/2023;15:30:00;36.29;48.78%;;196.9;1.062;;
04/10/2023;15:45:00;36.44;47.54%;;277.4;0.973;;
04/10/2023;16:00:00;36.63;47.69%;;238.9;1.305;;
04/10/2023;16:15:00;36.72;46.04%;;165.1;0;;
04/10/2023;16:30:00;36.25;47.15%;;201.4;0.952;;
04/10/2023;16:45:00;36.34;47.98%;;176.7;1.138;;
04/10/2023;17:00:00;35.71;48.80%;;103.3;1.578;;
04/10/2023;17:15:00;35.18;50.80%;;127.5;2.122;;
04/10/2023;17:30:00;34.75;50.61%;;108.2;1.557;;
04/10/2023;17:45:00;34.38;51.84%;;87.1;1.847;;
04/10/2023;18:00:00;33.73;53.89%;;61.41;1.132;;
04/10/2023;18:15:00;33.12;54.19%;;40.76;1.359;;
04/10/2023;18:30:00;32.52;57.12%;;20.1;0;;
04/10/2023;18:45:00;31.91;57.34%;;6.701;0;;
04/10/2023;19:00:00;31.22;59.20%;;6.701;0.085;;
04/10/2023;19:15:00;30.81;60.33%;;0;0;;
04/10/2023;19:30:00;30.49;61.47%;;0;0;;
04/10/2023;19:45:00;30.17;63.35%;;0;0;;
04/10/2023;20:00:00;29.92;64.51%;;0;0;;
04/10/2023;20:15:00;29.66;66.47%;;0;0;;
04/10/2023;20:30:00;29.43;67.13%;;0;0;;
04/10/2023;20:45:00;29.25;68.17%;;0;0;;
04/10/2023;21:00:00;28.94;69.87%;;0;0;;
04/10/2023;21:15:00;28.71;71.63%;;0;0;;
04/10/2023;21:30:00;28.36;72.40%;;0;0;;
04/10/2023;21:45:00;28.19;73.03%;;0;0;;
04/10/2023;22:00:00;27.95;74.53%;;0;0;;
04/10/2023;22:15:00;27.92;74.43%;;0;0;;
04/10/2023;22:30:00;27.76;74.31%;;0;0;;
04/10/2023;22:45:00;27.58;75.98%;;0;0;;
04/10/2023;23:00:00;27.46;76.79%;;0;0;;
04/10/2023;23:15:00;27.25;77.62%;;0;0;;
04/10/2023;23:30:00;27.05;79.09%;;0;0;;
04/10/2023;23:45:00;26.97;79.65%;;0;0;;
05/10/2023;00:00:00;26.85;80.10%;;0;0;;
05/10/2023;00:15:00;26.73;80.50%;;0;0;;
05/10/2023;00:30:00;26.48;82%;;0;0;;
05/10/2023;00:45:00;26.45;81.80%;;0;0;;
05/10/2023;01:00:00;25.99;84%;;0;0;;
05/10/2023;01:15:00;25.87;83.30%;;0;0;;
05/10/2023;01:30:00;25.96;84.60%;;0;0;;
05/10/2023;01:45:00;25.79;85.10%;;0;0;;
05/10/2023;02:00:00;25.57;85.10%;;0;0;;
05/10/2023;02:15:00;25.57;86.10%;;0;0;;
05/10/2023;02:30:00;25.42;83.70%;;0;0;;
05/10/2023;02:45:00;25.38;84.70%;;0;0;;
05/10/2023;03:00:00;25.35;85.10%;;0;0;;
05/10/2023;03:15:00;25.13;84.20%;;0;0;;
05/10/2023;03:30:00;25.08;85.30%;;0;0;;
05/10/2023;03:45:00;25.12;85.30%;;0;0;;
05/10/2023;04:00:00;25.02;85.70%;;0;0;;
05/10/2023;04:15:00;24.87;85.80%;;0;0;;
05/10/2023;04:30:00;24.83;85.90%;;0;0;;
05/10/2023;04:45:00;24.78;86.10%;;0;0;;
05/10/2023;05:00:00;24.73;85.90%;;0;0;;
05/10/2023;05:15:00;24.51;86.50%;;0;0;;
05/10/2023;05:30:00;24.46;87.40%;;0;0;;
05/10/2023;05:45:00;24.38;86.40%;;0;0;;
05/10/2023;06:00:00;24.2;87.50%;;0;0;;
05/10/2023;06:15:00;24.2;88.10%;;0;0;;
05/10/2023;06:30:00;24.18;88.20%;;0;0;;
05/10/2023;06:45:00;24.1;87.90%;;0;0;;
05/10/2023;07:00:00;24.09;88.50%;;0;0;;
05/10/2023;07:15:00;23.9;88.70%;;0;0;;
05/10/2023;07:30:00;23.82;88.90%;;0;0;;
05/10/2023;07:45:00;23.77;89%;;6.709;0;;
05/10/2023;08:00:00;23.75;88.90%;;13.42;0;;
05/10/2023;08:15:00;23.97;88.80%;;33.54;0;;
05/10/2023;08:30:00;24.21;88.80%;;40.25;0;;
05/10/2023;08:45:00;24.53;88%;;54.33;0;;
05/10/2023;09:00:00;25.22;87.70%;;40.24;0;;
05/10/2023;09:15:00;25.62;85.40%;;100.6;0;;
05/10/2023;09:30:00;26.25;81%;;134.1;0.294;;
05/10/2023;09:45:00;26.83;77.77%;;155.3;1.334;;
05/10/2023;10:00:00;27.52;73.91%;;181;2.608;;
05/10/2023;10:15:00;28.25;70.94%;;201.1;1.653;;
05/10/2023;10:30:00;28.86;70.34%;;208.2;2.014;;
05/10/2023;10:45:00;29.26;69.78%;;210.3;1.235;;
05/10/2023;11:00:00;29.86;67.76%;;259.6;2.973;;
05/10/2023;11:15:00;30.67;65.54%;;262.6;1.552;;
05/10/2023;11:30:00;31.35;62.86%;;288.5;1.437;;
05/10/2023;11:45:00;32;60.24%;;288.7;1.477;;
05/10/2023;12:00:00;32.58;59.63%;;309.8;2.804;;
05/10/2023;12:15:00;33.37;56%;;321.7;1.553;;
05/10/2023;12:30:00;34.01;54.06%;;322.8;1.877;;
05/10/2023;12:45:00;34.43;52.66%;;324.2;2.169;;
05/10/2023;13:00:00;34.86;49.91%;;339.8;2.401;;
05/10/2023;13:15:00;35.4;49.39%;;335;0.699;;
05/10/2023;13:30:00;35.85;47.79%;;335;1.88;;
05/10/2023;13:45:00;36.39;47.50%;;335;2.293;;
05/10/2023;14:00:00;36.38;42.05%;;335;0.66;;
05/10/2023;14:15:00;36.8;41.08%;;325.9;2.979;;
05/10/2023;14:30:00;36.74;40.84%;;314.9;2.625;;
05/10/2023;14:45:00;37.42;40.03%;;308.2;0.289;;
05/10/2023;15:00:00;37.86;39.29%;;301.5;1.454;;
05/10/2023;15:15:00;37.71;39.75%;;294.9;0.965;;
05/10/2023;15:30:00;38.06;36.85%;;277.6;1.764;;
05/10/2023;15:45:00;37.5;37.07%;;247.5;2.417;;
05/10/2023;16:00:00;37.78;38.12%;;247.8;2.376;;
05/10/2023;16:15:00;37.21;36.70%;;229.7;1.063;;
05/10/2023;16:30:00;36.86;37.65%;;214.3;2.198;;
05/10/2023;16:45:00;36.74;36.79%;;187.3;1.932;;
05/10/2023;17:00:00;36.21;35.88%;;143.3;1.62;;
05/10/2023;17:15:00;35.62;38.25%;;132.4;1.307;;
05/10/2023;17:30:00;35.09;40.09%;;120.6;0.096;;
05/10/2023;17:45:00;34.68;40.35%;;93.8;0.709;;
05/10/2023;18:00:00;34.14;42.04%;;66.99;0;;
05/10/2023;18:15:00;33.43;45.32%;;46.9;0;;
05/10/2023;18:30:00;32.98;45.59%;;33.61;0;;
05/10/2023;18:45:00;32.39;47.04%;;20.1;0;;
05/10/2023;19:00:00;31.88;49.53%;;6.701;0;;
05/10/2023;19:15:00;31.36;51.66%;;0;0;;
05/10/2023;19:30:00;30.85;54.42%;;0;0;;
05/10/2023;19:45:00;30.44;56.37%;;0;0;;
05/10/2023;20:00:00;30.05;58.30%;;0;0;;
05/10/2023;20:15:00;29.73;60.13%;;0;0;;
05/10/2023;20:30:00;29.25;61.37%;;0;0;;
05/10/2023;20:45:00;28.62;64.79%;;0;0;;
05/10/2023;21:00:00;28.2;66.15%;;0;0;;
05/10/2023;21:15:00;27.97;67.27%;;0;0;;
05/10/2023;21:30:00;27.66;68.64%;;0;0;;
05/10/2023;21:45:00;27.33;69.91%;;0;0;;
05/10/2023;22:00:00;27.22;70.34%;;0;0;;
05/10/2023;22:15:00;27.04;71.73%;;0;0;;
05/10/2023;22:30:00;26.75;71.95%;;0;0;;
05/10/2023;22:45:00;26.47;71.63%;;0;0;;
05/10/2023;23:00:00;26.36;72.35%;;0;0;;
05/10/2023;23:15:00;26.14;74.11%;;0;0;;
05/10/2023;23:30:00;26;74.09%;;0;0;;
05/10/2023;23:45:00;25.92;74.48%;;0;0;;
06/10/2023;00:00:00;25.99;74.26%;;0;0;;
06/10/2023;00:15:00;25.89;74.39%;;0;0;;
06/10/2023;00:30:00;25.85;74.73%;;0;0;;
06/10/2023;00:45:00;25.81;74.64%;;0;0;;
06/10/2023;01:00:00;25.6;74.74%;;0;0;;
06/10/2023;01:15:00;25.42;75.71%;;0;0;;
06/10/2023;01:30:00;25.32;75.48%;;0;0;;
06/10/2023;01:45:00;25.17;76.76%;;0;0;;
06/10/2023;02:00:00;24.88;77.98%;;0;0;;
06/10/2023;02:15:00;24.89;77.78%;;0;0;;
06/10/2023;02:30:00;24.38;78.99%;;0;0;;
06/10/2023;02:45:00;24.14;80.20%;;0;0;;
06/10/2023;03:00:00;24.3;80.10%;;0;0;;
06/10/2023;03:15:00;24.16;79.93%;;0;0;;
06/10/2023;03:30:00;24.03;79.73%;;0.112;0;;
06/10/2023;03:45:00;23.84;80.40%;;0;0;;
06/10/2023;04:00:00;23.77;81.10%;;0;0;;
06/10/2023;04:15:00;23.67;81.50%;;0;0;;
06/10/2023;04:30:00;23.6;81.30%;;0;0;;
06/10/2023;04:45:00;23.55;80.60%;;0;0;;
06/10/2023;05:00:00;23.35;80.40%;;0;0;;
06/10/2023;05:15:00;23.18;80%;;0.112;0;;
06/10/2023;05:30:00;23.03;79.27%;;0;0;;
06/10/2023;05:45:00;23.05;79.35%;;0;0;;
06/10/2023;06:00:00;22.92;79.13%;;0;0;;
06/10/2023;06:15:00;22.83;79.42%;;0;0;;
06/10/2023;06:30:00;22.77;79.23%;;0;0;;
06/10/2023;06:45:00;22.64;79.80%;;0;0;;
06/10/2023;07:00:00;22.55;80.40%;;0;0;;
06/10/2023;07:15:00;22.51;80.40%;;0.112;0;;
06/10/2023;07:30:00;22.54;80.90%;;0;0;;
06/10/2023;07:45:00;22.62;81.30%;;6.71;0;;
06/10/2023;08:00:00;22.76;82.60%;;13.53;0;;
06/10/2023;08:15:00;23.06;82.20%;;40.26;0;;
06/10/2023;08:30:00;23.43;83.20%;;46.97;0;;
06/10/2023;08:45:00;24.07;82.60%;;54;0;;
06/10/2023;09:00:00;24.72;79.93%;;40.24;0;;
06/10/2023;09:15:00;25.37;79.50%;;95.2;0;;
06/10/2023;09:30:00;26.22;75.37%;;139.9;0.384;;
06/10/2023;09:45:00;26.89;74.56%;;160.9;0.929;;
06/10/2023;10:00:00;27.61;71.79%;;181;1.442;;
06/10/2023;10:15:00;28.21;71.27%;;203;2.948;;
06/10/2023;10:30:00;28.79;69.60%;;227.9;0.416;;
06/10/2023;10:45:00;29.19;69.10%;;242.2;1.014;;
06/10/2023;11:00:00;30.03;66.71%;;259.2;1.87;;
06/10/2023;11:15:00;30.7;66.19%;;280.4;1.94;;
06/10/2023;11:30:00;31.16;62.95%;;293.4;0.377;;
06/10/2023;11:45:00;32.02;61.62%;;301;1.526;;
06/10/2023;12:00:00;32.53;61.20%;;310.4;2.326;;
06/10/2023;12:15:00;33.33;58.16%;;323;2.474;;
06/10/2023;12:30:00;33.78;56.05%;;335.1;1.803;;
06/10/2023;12:45:00;34.42;55.92%;;334.6;2.612;;
06/10/2023;13:00:00;34.83;53.98%;;335;2.099;;
06/10/2023;13:15:00;35.16;52.21%;;335;2.656;;
06/10/2023;13:30:00;35.32;49.93%;;335.1;0.461;;
06/10/2023;13:45:00;35.78;47.49%;;331.3;2.321;;
06/10/2023;14:00:00;36.3;47.15%;;330;1.24;;
06/10/2023;14:15:00;36.53;45.88%;;328.3;3.469;;
06/10/2023;14:30:00;36.35;44.77%;;321.6;2.166;;
06/10/2023;14:45:00;37.15;43.15%;;314.9;3.811;;
06/10/2023;15:00:00;37.39;41.08%;;301.5;2.148;;
06/10/2023;15:15:00;37.57;40.21%;;294.8;3.018;;
06/10/2023;15:30:00;37.74;40.64%;;281.4;0.745;;
06/10/2023;15:45:00;37.65;40.43%;;267.9;1.762;;
06/10/2023;16:00:00;37.67;40.42%;;247.8;1.46;;
06/10/2023;16:15:00;37.16;39.87%;;231.6;0.781;;
06/10/2023;16:30:00;36.9;41.73%;;214.3;1.699;;
06/10/2023;16:45:00;36.74;41.04%;;194.3;1.127;;
06/10/2023;17:00:00;36.48;43%;;169.9;0.247;;
06/10/2023;17:15:00;35.88;43.67%;;146.5;0.612;;
06/10/2023;17:30:00;35.26;44.07%;;123.2;1.434;;
06/10/2023;17:45:00;34.61;45.26%;;100.5;1.514;;
06/10/2023;18:00:00;34.32;46.42%;;73.68;0.81;;
06/10/2023;18:15:00;33.67;48.61%;;53.59;0.662;;
06/10/2023;18:30:00;32.88;50.37%;;40.2;1.552;;
06/10/2023;18:45:00;32.29;52.79%;;20.1;0.408;;
06/10/2023;19:00:00;31.74;54.22%;;6.701;0.196;;
06/10/2023;19:15:00;31.18;55.07%;;0;0.474;;
06/10/2023;19:30:00;30.73;56.06%;;0;0;;
06/10/2023;19:45:00;30.3;57.96%;;0;0;;
06/10/2023;20:00:00;29.95;59.73%;;0;0;;
06/10/2023;20:15:00;29.68;61.22%;;0;0;;
06/10/2023;20:30:00;29.52;63.52%;;0;0;;
06/10/2023;20:45:00;29.25;64.62%;;0;0;;
06/10/2023;21:00:00;28.95;65.24%;;0;0;;
06/10/2023;21:15:00;28.73;66.79%;;0;0;;
06/10/2023;21:30:00;28.3;68.30%;;0;0;;
06/10/2023;21:45:00;27.82;70.18%;;0;0;;
06/10/2023;22:00:00;27.54;70.91%;;0;0;;
06/10/2023;22:15:00;27.45;72.14%;;0;0;;
06/10/2023;22:30:00;27.17;73.43%;;0;0;;
06/10/2023;22:45:00;27.05;73.97%;;0;0;;
06/10/2023;23:00:00;26.98;74.57%;;0;0;;
06/10/2023;23:15:00;26.59;76%;;0;0;;
06/10/2023;23:30:00;26.36;77%;;0;0;;
06/10/2023;23:45:00;26.33;77.03%;;0;0;;
07/10/2023;00:00:00;26.12;77.70%;;0;0;;
07/10/2023;00:15:00;25.81;79.23%;;0;0;;
07/10/2023;00:30:00;25.84;79.45%;;0;0;;
07/10/2023;00:45:00;25.8;78.89%;;0;0;;
07/10/2023;01:00:00;25.71;79.33%;;0;0;;
07/10/2023;01:15:00;25.63;79.54%;;0;0;;
07/10/2023;01:30:00;25.53;80%;;0;0;;
07/10/2023;01:45:00;25.43;80.40%;;0;0;;
07/10/2023;02:00:00;25.07;81.20%;;0;0;;
07/10/2023;02:15:00;24.92;82%;;0;0;;
07/10/2023;02:30:00;24.84;81.70%;;0;0;;
07/10/2023;02:45:00;24.72;81.50%;;0;0;;
07/10/2023;03:00:00;24.66;81.80%;;0;0;;
07/10/2023;03:15:00;24.57;81.90%;;0;0;;
07/10/2023;03:30:00;24.47;81.80%;;0;0;;
07/10/2023;03:45:00;24.39;82.40%;;0.112;0;;
07/10/2023;04:00:00;24.32;82.10%;;0;0;;
07/10/2023;04:15:00;24.16;81.90%;;0;0;;
07/10/2023;04:30:00;24.14;82.80%;;0;0;;
07/10/2023;04:45:00;24.07;83.70%;;0;0;;
07/10/2023;05:00:00;23.93;83.30%;;0;0;;
07/10/2023;05:15:00;23.84;83.80%;;0;0;;
07/10/2023;05:30:00;23.66;83.80%;;0;0;;
07/10/2023;05:45:00;23.51;84.70%;;0;0;;
07/10/2023;06:00:00;23.52;84.70%;;0;0;;
07/10/2023;06:15:00;23.48;84.10%;;0;0;;
07/10/2023;06:30:00;23.36;84.60%;;0;0;;
07/10/2023;06:45:00;23.23;84.70%;;0;0;;
07/10/2023;07:00:00;23.27;84.70%;;0;0;;
07/10/2023;07:15:00;23.19;84.90%;;0.112;0;;
07/10/2023;07:30:00;23.16;84.80%;;0;0;;
07/10/2023;07:45:00;23.13;85%;;13.42;0;;
07/10/2023;08:00:00;23.32;85.30%;;20.13;0;;
07/10/2023;08:15:00;23.48;86%;;40.26;0;;
07/10/2023;08:30:00;23.87;86.40%;;46.96;0;;
07/10/2023;08:45:00;24.47;87.40%;;70.1;0;;
07/10/2023;09:00:00;25.18;83.90%;;98.9;0;;
07/10/2023;09:15:00;25.68;82.90%;;40.23;0;;
07/10/2023;09:30:00;26.44;79.63%;;128.7;0;;
07/10/2023;09:45:00;27.03;76.38%;;154.2;0;;
07/10/2023;10:00:00;27.69;71.56%;;181;1.143;;
07/10/2023;10:15:00;28.17;71.14%;;201.7;0.774;;
07/10/2023;10:30:00;28.73;69.80%;;222.4;1.821;;
07/10/2023;10:45:00;29.64;67.85%;;245.5;1.524;;
07/10/2023;11:00:00;30.17;66.80%;;259.7;0.761;;
07/10/2023;11:15:00;30.98;61.96%;;277.5;1.656;;
07/10/2023;11:30:00;31.45;61.15%;;288.4;1.945;;
07/10/2023;11:45:00;32.18;59.95%;;303.9;1.967;;
07/10/2023;12:00:00;32.86;60.15%;;315;2.141;;
07/10/2023;12:15:00;33.63;57.57%;;321.7;1.846;;
07/10/2023;12:30:00;34.32;54.33%;;328.6;2.453;;
07/10/2023;12:45:00;34.68;52.66%;;335.8;0.454;;
07/10/2023;13:00:00;35.32;50.76%;;333.6;0.217;;
07/10/2023;13:15:00;35.74;50.25%;;348.1;1.927;;
07/10/2023;13:30:00;36.2;49.16%;;335;2.809;;
07/10/2023;13:45:00;36.57;48.15%;;312.1;0.99;;
07/10/2023;14:00:00;36.87;47.36%;;233.8;2.898;;
07/10/2023;14:15:00;36.45;44.74%;;314.3;1.607;;
07/10/2023;14:30:00;36.55;42.98%;;341.7;1.555;;
07/10/2023;14:45:00;37.38;42.19%;;314.9;2.264;;
07/10/2023;15:00:00;37.74;39.38%;;294.2;1.842;;
07/10/2023;15:15:00;37.97;40.66%;;314.9;1.8;;
07/10/2023;15:30:00;37.7;41.72%;;261.5;0.002;;
07/10/2023;15:45:00;37;41%;;70.56;0.01;;
07/10/2023;16:00:00;35.69;43.71%;;139.7;1.509;;
07/10/2023;16:15:00;35.92;44.48%;;236.4;0.191;;
07/10/2023;16:30:00;36.56;42.27%;;68.33;2.109;;
07/10/2023;16:45:00;35.02;44.87%;;71.23;2.012;;
07/10/2023;17:00:00;35.06;47.63%;;167.5;0.039;;
07/10/2023;17:15:00;35.33;45.34%;;147.2;0.678;;
07/10/2023;17:30:00;35.14;45.58%;;127.1;0.044;;
07/10/2023;17:45:00;34.78;46.41%;;94.8;0;;
07/10/2023;18:00:00;34.29;48.33%;;66.98;1.632;;
07/10/2023;18:15:00;33.8;50.06%;;39.3;1.468;;
07/10/2023;18:30:00;32.92;51.09%;;20.1;0.809;;
07/10/2023;18:45:00;32.36;52.38%;;13.4;0;;
07/10/2023;19:00:00;31.74;53.71%;;6.701;0;;
07/10/2023;19:15:00;31.33;54.36%;;0;0;;
07/10/2023;19:30:00;30.81;55.98%;;0;0;;
07/10/2023;19:45:00;30.52;57.23%;;0;0;;
07/10/2023;20:00:00;30.24;58.89%;;0;0;;
07/10/2023;20:15:00;29.88;59.41%;;0;0;;
07/10/2023;20:30:00;29.68;59.40%;;0;0;;
07/10/2023;20:45:00;29.46;59.03%;;0;0;;
07/10/2023;21:00:00;29.26;59.91%;;0;0;;
07/10/2023;21:15:00;29.05;62.64%;;0;0;;
07/10/2023;21:30:00;28.66;64.89%;;0;0;;
07/10/2023;21:45:00;28.21;66.95%;;0;0;;
07/10/2023;22:00:00;27.99;69.06%;;0;0;;
07/10/2023;22:15:00;27.8;70.02%;;0;0;;
07/10/2023;22:30:00;27.6;70.28%;;0;0;;
07/10/2023;22:45:00;27.41;70.04%;;0;0;;
07/10/2023;23:00:00;27.26;68.90%;;0;0;;
07/10/2023;23:15:00;27.2;69.70%;;0;0;;
07/10/2023;23:30:00;27.07;71.32%;;0;0;;
07/10/2023;23:45:00;27.02;71.20%;;0;0;;
08/10/2023;00:00:00;26.97;70.95%;;0;0;;
08/10/2023;00:15:00;26.89;71.32%;;0;0;;
08/10/2023;00:30:00;26.86;71.85%;;0;0;;
08/10/2023;00:45:00;26.62;73.85%;;0;0;;
08/10/2023;01:00:00;26.38;74.16%;;0;0;;
08/10/2023;01:15:00;26.27;74.70%;;0;0;;
08/10/2023;01:30:00;26.05;74.92%;;0;0;;
08/10/2023;01:45:00;25.86;75.20%;;0;0;;
08/10/2023;02:00:00;25.7;76.90%;;0;0;;
08/10/2023;02:15:00;25.51;76.42%;;0;0;;
08/10/2023;02:30:00;25.29;77.34%;;0.112;0;;
08/10/2023;02:45:00;25.19;77.64%;;0;0;;
08/10/2023;03:00:00;25.04;77.60%;;0;0;;
08/10/2023;03:15:00;24.97;80.40%;;0;0;;
08/10/2023;03:30:00;24.95;79.75%;;0;0;;
08/10/2023;03:45:00;24.56;80.80%;;0;0;;
08/10/2023;04:00:00;24.31;81.20%;;0.112;0;;
08/10/2023;04:15:00;24.3;81%;;0;0;;
